,unit,cluster_label,story_id
4399,"The monster transforms into a handsome youth , revealing a hidden backstory .",1706,268
4400,The youth claims he is the son of the King of the Oranges and was cursed by a witch .,636,268
4401,Zelinda agrees to marry the youth to save her father 's life .,592,268
4402,The Emperor loses his sight .,766,269
4403,An emperor puts a bell in his palace with a string to summon a judge .,2911,269
4404,A snake builds a nest under the bell string with her offspring nearby .,1455,269
4405,The snake takes her offspring outside the city for fresh air .,4577,269
4406,A toad takes over the snake 's nest while she is away .,1455,269
4407,"The snake attacks the toad , but the toad resists .",3465,269
4408,The snake coils around the bell string to summon a judge .,2488,269
4409,"The judge descends but does not see the conflict , returning without taking action .",2229,269
4410,"The snake tries again and summons the judge , who sees the snake and toad .",2488,269
4411,The judge reports the situation to the emperor .,2911,269
4412,The emperor orders the judge to kill the toad and let the snake have her nest .,3465,269
4413,The snake brings a precious stone to the emperor 's bedchamber .,3596,269
4414,"The emperor does not harm the snake , and it releases the stone near his eyes .",3596,269
4415,The stone restores the emperor 's sight .,766,269
4416,A King lives in PERSON and establishes a custom .,258,270
4417,The King hangs a great bell in the market - place and proclaims a rule .,5539,270
4418,The custom involves ringing the bell when someone is wronged .,1100,270
4419,"If the bell is rung , the King 's Syndic is notified to decide the matter .",1100,270
4420,A hempen rope holding the bell deteriorates over time .,5585,270
4421,Someone mends the rope using briony vines .,889,270
4422,A knight lives in PERSON and has many possessions and interests .,5276,270
4423,"The knight becomes old and greedy , selling off most of his possessions .",742,270
4424,The knight sells his favorite horse to wander the streets .,876,270
4425,"The horse wanders and suffers , eventually getting tangled in briony vines .",1309,270
4426,The Syndic is awakened by the bell and investigates the cause .,1100,270
4427,The Syndic identifies the horse as the Knight 's steed and summons the Knight .,6205,270
4428,"The Knight is uncooperative and dismissive , but the Syndic finds him guilty .",742,270
4429,The Syndic uses the King 's proclamation to rule in favor of the horse .,1890,270
4430,"The Knight is shamed , the horse is led back home , and the people rejoice .",6205,270
4431,"The King hears about the story and approves the result , praising the Bell of Atri .",1240,270
4432,A lord places a bell in his tower .,5539,271
4433,The lord fastens a long rope to the bell and hangs it outside his gate .,5539,271
4434,The lord promises to grant an immediate hearing to those who ring the bell loudly .,248,271
4435,"The bell is rung loudly , signaling a complaint .",1100,271
4436,The lord and his retainers come out to hear the complaint .,2894,271
4437,A poor old horse is trying to chew the end of the hempen rope .,902,271
4438,A bystander recognizes the horse as belonging to a neighboring knight .,723,271
4439,The bystander explains the horse 's sorry plight to the lord .,6205,271
4440,The lord condemns the unfeeling owner to treat the horse with respect .,6205,271
4441,The owner is ordered to provide the horse with a place in his stable and plenty of food .,1063,271
4442,The horse is turned out to seek pasture along the highway due to being old and useless .,824,271
4443,The lord is surprised to see the horse trying to chew the end of the rope .,902,271
4444,The neighboring knight has turned his old horse out to seek subsistence .,876,271
4445,Emperor Charlemagne visits the Choristers ' House in Zürich .,3898,272
4446,"A bell in Zürich rings , asking PERSON for justice .",1100,272
4447,A servant is sent to investigate the source of the bell 's ringing .,1214,272
4448,Guards hide near the bell pillar and prepare to catch the person ringing it .,1832,272
4449,"The bell rings again , and guards rush in to report that a snake has pulled the rope .",4045,272
4450,Charlemagne sees the snake and follows it to its nest by the lake .,5289,272
4451,The snake shows PERSON its nest and an enormous toad inside .,1455,272
4452,"Charlemagne orders the guards to kill the toad , but the snake protests .",3465,272
4453,The snake brings a jewel to PERSON 's dinner table .,1574,272
4454,"Charlemagne gives his wife the jewel in a ring , which fixes her affections on its wearer .",81,272
4455,"Charlemagne 's wife dies , but he refuses to part with her body .",4964,272
4456,Charlemagne 's minister PERSON discovers the secret of the ring and obtains it .,81,272
4457,Turpin casts the ring into the mineral springs at PERSON PERSON PERSON PERSON PERSON .,5686,272
4458,Charlemagne drinks from the spring and becomes infatuated with the spot .,904,272
4459,Charlemagne builds the Cathedral at Aix - la - Chapelle in the shape of a horseshoe .,1988,272
4460,Charlemagne orders himself to be buried in the minster of PERSON PERSON PERSON PERSON PERSON .,4533,272
4461,Charlemagne 's great - grandson PERSON PERSON visits PERSON and builds the Frauenmünster .,1988,272
4462,Two of Louis II 's daughters become abbesses and attend midnight services at the Frauenmünster .,856,272
4463,A stately stag carries a flaming torch before the sisters at midnight services .,856,272
4464,Man carries a big basket on his back .,4035,273
4465,Man goes to people 's houses and begs for food .,4672,273
4466,Man grabs pretty girls who give him food and runs away with them .,4502,273
4467,Man takes girls to his kingdom .,5728,273
4468,Man gives girls keys to his kingdom .,5728,273
4469,Man tells girls that everything belongs to them except one room .,4326,273
4470,Man warns girls not to enter a certain room or they will be killed .,4326,273
4471,Man marries seven sisters .,4975,273
4472,One of the wives discovers the hidden room and the bodies inside .,38,273
4473,Wife drops keys and gets them bloody .,4001,273
4474,"Man calls for his keys , but his wife hides them .",4001,273
4475,Wife brings out the keys and gives them to the man after several days .,4001,273
4476,Man orders the wife to pray .,4242,273
4477,Wife prays seven times .,4242,273
4478,The wife 's seven brothers appear just as the man is about to kill her .,447,273
4479,Man runs away into the woods and disappears .,3493,273
4480,A man with a blue beard owns many fine houses and wealthy possessions .,2338,274
4481,"He tries to marry one of two beautiful daughters of a neighbor , but they refuse .",6158,274
4482,The man takes his would - be wives and their mother to a country house for a week - long party .,3495,274
4483,The youngest daughter starts to like the blue - bearded man .,5470,274
4484,"He leaves his new wife alone in the house and gives her the keys to his valuables , excluding one closet .",2403,274
4485,"The wife and her friends visit the house and admire its riches , but the wife is distracted by curiosity about the forbidden closet .",38,274
